rideable_type,day_of_week,month,season,trip_duration_mins,hour,trips,day_of_month
0,4,7,2,25,0,1,13
0,5,5,1,13,0,1,5
1,5,2,0,9,8,13,24
0,1,11,3,7,7,26,20
1,6,12,0,7,2,2,23
1,1,10,3,5,13,31,16
0,2,7,2,34,15,1,11
0,6,8,2,12,22,11,26
1,6,9,3,18,12,20,16
0,4,9,3,10,21,12,14
0,3,12,0,18,20,2,6
1,5,12,0,23,15,1,8
0,1,7,2,27,7,1,10
0,6,10,3,39,18,3,7
0,4,8,2,30,18,4,17
1,2,4,1,92,17,1,11
1,5,9,3,3,10,2,1
1,0,3,1,174,13,1,19
0,0,3,1,10,21,3,5
1,1,7,2,72,15,2,24
1,3,10,3,14,9,4,4
0,5,6,2,27,15,7,2
1,4,9,3,15,11,1,28
1,4,5,1,55,15,1,4
0,2,4,1,9,17,38,25
1,5,3,1,12,13,1,10
1,5,5,1,52,16,1,19
0,6,4,1,83,16,1,29
1,0,3,1,10,19,6,5
0,1,5,1,20,0,1,8
1,2,6,2,37,18,3,6
0,0,10,3,6,3,2,1
0,6,5,1,3,1,1,13
1,3,8,2,53,18,1,16
1,4,6,2,8,7,32,22
1,6,4,1,40,22,1,15
0,5,1,0,11,19,2,13
0,3,5,1,34,21,1,17
1,3,1,0,5,16,38,4
1,0,4,1,6,9,3,23
0,3,9,3,10,6,12,20
1,6,6,2,11,9,11,3
1,6,4,1,16,19,8,8
1,2,3,1,15,15,2,21
1,6,4,1,45,9,1,29
0,6,7,2,42,18,1,29
0,1,10,3,16,12,1,16
1,3,7,2,56,21,1,19
1,0,9,3,31,20,3,10
1,6,6,2,7,14,38,24
1,4,8,2,34,14,1,3
1,2,8,2,77,15,1,22
1,5,6,2,33,13,1,30
1,5,6,2,38,14,1,16
1,5,9,3,14,23,2,29
1,2,5,1,31,21,1,2
1,3,5,1,14,6,2,17
1,4,8,2,14,14,14,17
0,6,9,3,22,13,5,30
1,1,7,2,45,13,1,24
0,6,8,2,11,16,32,19
1,6,2,0,37,12,1,18
1,5,10,3,4,17,53,27
0,4,10,3,7,12,12,26
0,3,8,2,41,18,3,2
1,6,9,3,21,21,4,16
1,2,4,1,16,14,5,11
0,2,11,3,3,10,18,7
1,1,10,3,34,18,3,23
0,5,2,0,6,9,1,17
0,0,9,3,88,8,1,3
1,5,2,0,5,9,2,17
1,5,2,0,11,16,3,3
1,5,6,2,17,11,1,16
0,5,6,2,60,16,2,9
1,3,7,2,38,21,3,26
0,6,6,2,19,0,3,3
0,4,6,2,29,17,5,8
1,5,6,2,64,12,1,23
1,0,2,0,13,17,4,5
1,0,4,1,17,9,1,9
0,3,7,2,23,3,1,5
0,5,8,2,86,10,1,4
1,4,6,2,77,12,1,1
0,5,3,1,6,8,9,3
0,6,8,2,160,4,1,5
0,6,9,3,67,14,1,23
0,4,9,3,20,22,6,28
1,1,9,3,10,0,2,11
1,5,11,3,36,10,1,3
0,6,2,0,37,15,2,18
0,5,6,2,56,11,1,9
1,1,10,3,12,15,1,23
1,4,6,2,12,17,33,22
0,1,10,3,16,19,5,30
0,4,8,2,28,18,2,17
0,4,11,3,4,18,44,16
1,5,9,3,24,21,2,22
0,3,9,3,149,15,1,27
1,1,5,1,110,12,2,29
1,4,7,2,19,18,12,6
1,4,5,1,14,20,7,11
1,4,2,0,41,8,1,23
1,4,1,0,36,16,2,5
0,5,6,2,49,14,2,30
1,5,10,3,10,7,19,6
0,1,7,2,11,15,16,17
0,5,8,2,14,17,23,11
0,1,6,2,3,7,26,5
1,6,9,3,5,15,24,2
1,1,1,0,17,15,1,2
0,6,9,3,37,15,3,30
1,6,4,1,29,17,3,15
1,2,9,3,15,21,2,19
1,6,3,1,17,15,2,25
1,2,7,2,34,15,5,4
0,3,8,2,15,20,7,30
0,3,6,2,29,13,1,21
1,1,1,0,11,17,1,23
0,2,8,2,38,15,1,8
0,1,7,2,19,22,4,31
0,3,7,2,13,3,3,12
1,3,7,2,7,1,3,19
0,3,2,0,9,20,7,8
0,1,3,1,22,15,2,27
1,2,5,1,58,16,1,23
0,0,7,2,24,13,5,16
0,2,10,3,30,22,1,17
1,3,6,2,19,10,4,21
0,0,9,3,50,13,2,24
1,5,6,2,39,9,1,30
0,0,11,3,5,9,2,26
1,0,6,2,42,8,2,18
1,4,6,2,53,15,2,1
0,3,8,2,119,19,1,2
1,0,11,3,52,14,1,19
0,4,9,3,4,17,13,21
0,4,8,2,10,9,1,17
0,4,5,1,20,21,1,25
0,0,1,0,5,17,17,8
0,6,10,3,6,18,14,14
1,1,7,2,21,13,3,24
0,5,1,0,2,14,18,13
0,2,8,2,27,12,3,22
1,2,10,3,33,10,1,10
0,1,12,0,34,13,1,25
0,0,6,2,19,6,1,25
1,0,10,3,20,18,1,29
0,4,4,1,10,18,17,27
1,1,7,2,31,9,1,10
0,6,8,2,36,0,1,12
0,3,8,2,9,21,12,23
0,3,8,2,28,22,1,23
1,2,10,3,7,20,11,31
0,0,11,3,17,9,2,5
0,0,9,3,10,18,15,24
0,2,5,1,7,18,20,23
0,0,3,1,6,8,6,12
0,6,4,1,29,10,2,29
0,3,12,0,4,8,4,27
1,3,8,2,77,15,2,9
0,1,9,3,23,19,2,11
0,0,6,2,16,22,5,4
0,0,10,3,22,17,7,1
0,4,8,2,16,6,5,10
0,6,12,0,12,9,1,30
1,1,12,0,37,13,2,25
1,1,7,2,43,10,2,3
1,2,12,0,12,0,1,5
0,1,4,1,21,6,1,3
1,3,9,3,50,18,1,6
0,1,7,2,3,2,2,17
1,2,10,3,25,15,1,24
0,3,3,1,20,12,1,29
1,0,9,3,42,17,2,3
0,4,12,0,7,5,7,21
0,2,1,0,43,8,1,17
1,4,3,1,25,13,2,23
0,5,4,1,14,8,13,14
0,5,8,2,15,5,1,11
1,6,1,0,12,16,2,7
0,1,9,3,39,14,1,18
1,6,5,1,22,2,3,20
0,4,7,2,54,21,1,6
0,1,3,1,9,20,11,20
0,4,5,1,11,21,5,25
0,5,6,2,8,12,12,16
0,1,8,2,6,0,3,14
0,1,6,2,28,8,1,5
1,2,8,2,43,13,1,29
1,4,6,2,37,11,1,1
1,6,6,2,6,3,1,3
1,1,8,2,118,12,2,21
0,4,6,2,14,11,11,15
1,1,7,2,27,17,6,3
1,6,4,1,11,8,7,1
1,4,8,2,36,14,1,3
1,5,5,1,23,22,3,19
1,4,3,1,8,20,7,30
0,3,4,1,58,13,1,19
1,0,9,3,8,12,14,10
1,4,11,3,19,19,1,23
1,6,5,1,65,18,1,27
1,4,9,3,2,8,22,28
1,5,12,0,3,6,7,22
1,2,5,1,23,18,10,16
0,5,3,1,10,20,2,10
1,3,9,3,54,15,1,13
0,0,9,3,37,14,1,3
0,3,10,3,4,14,37,18
0,5,8,2,35,21,1,4
0,2,8,2,31,13,1,29
0,5,7,2,29,18,4,28
1,6,2,0,8,23,2,11
1,5,5,1,129,16,1,26
1,3,6,2,23,22,5,7
1,4,7,2,3,5,9,6
1,3,8,2,36,21,2,9
1,0,5,1,31,22,1,14
0,6,5,1,16,19,4,13
0,4,2,0,14,21,3,23
0,0,4,1,91,0,2,16
1,4,7,2,27,18,15,27
1,0,11,3,31,2,1,26
1,3,6,2,26,18,6,7
1,2,9,3,30,7,5,26
0,3,11,3,22,17,7,8
0,6,5,1,38,16,4,13
1,1,4,1,10,7,2,10
0,3,4,1,8,4,1,26
1,0,1,0,12,20,2,22
1,6,7,2,3,1,2,22
1,2,11,3,13,22,6,14
1,6,7,2,33,8,2,29
0,1,9,3,2,3,1,25
1,0,1,0,9,15,1,15
1,5,12,0,5,5,2,29
0,5,12,0,36,15,2,8
1,2,7,2,134,12,1,25
1,6,9,3,24,23,12,16
1,5,2,0,8,12,9,10
0,2,7,2,17,17,20,25
1,2,9,3,14,21,9,12
0,6,4,1,17,18,6,29
0,4,1,0,20,18,1,19
1,3,9,3,26,12,1,27
0,2,3,1,22,11,2,28
0,4,5,1,4,18,30,25
1,5,5,1,7,16,11,12
0,0,7,2,7,8,15,9
1,4,8,2,4,22,6,31
1,5,6,2,5,10,6,23
1,2,8,2,73,14,2,8
1,3,2,0,29,12,1,22
1,6,2,0,9,15,3,25
0,4,10,3,11,14,17,19
1,5,7,2,66,6,3,14
1,1,7,2,116,15,2,17
1,5,10,3,20,8,2,6
1,0,5,1,27,20,4,28
0,1,8,2,9,16,33,21
1,1,11,3,12,14,6,6
1,2,7,2,5,18,20,18
1,1,11,3,29,18,2,6
1,1,9,3,37,7,1,25
1,3,6,2,22,17,7,21
0,1,5,1,27,12,2,15
0,2,7,2,156,12,1,4
1,6,5,1,62,8,1,13
1,2,6,2,27,12,4,6
0,4,8,2,6,8,42,10
0,1,4,1,10,15,2,3
1,0,6,2,9,0,4,18
1,0,4,1,24,13,2,23
1,5,7,2,3,12,30,21
0,1,10,3,8,5,3,16
1,5,8,2,64,21,1,4
0,4,7,2,33,22,1,20
0,1,6,2,19,15,15,19
0,0,10,3,6,23,3,22
0,3,5,1,38,17,2,10
1,5,11,3,34,11,2,10
0,4,3,1,26,16,2,23
0,4,8,2,11,9,14,17
1,2,6,2,33,21,1,20
1,1,3,1,4,15,22,20
1,0,12,0,25,19,1,10
1,5,2,0,11,15,2,24
0,2,9,3,20,17,19,12
1,5,4,1,9,7,7,7
0,5,8,2,78,15,1,4
0,5,4,1,5,17,36,14
1,4,6,2,27,18,6,8
1,0,6,2,17,10,13,25
1,0,9,3,29,9,3,10
1,1,7,2,16,19,17,31
1,2,8,2,26,18,8,15
0,1,5,1,28,23,1,15
1,3,5,1,22,17,9,31
0,3,4,1,37,17,1,19
1,5,1,0,7,23,6,6
1,4,7,2,19,9,2,20
0,0,8,2,19,22,1,13
0,5,9,3,3,8,13,15
1,5,4,1,84,11,1,7
0,1,2,0,5,22,2,13
0,6,3,1,29,16,1,11
1,2,3,1,81,17,1,7
1,2,10,3,42,15,1,17
0,0,12,0,4,18,6,31
0,6,1,0,16,8,1,21
0,6,9,3,10,23,17,30
1,0,12,0,22,13,4,24
0,2,2,0,16,18,4,21
1,1,6,2,17,13,2,5
1,0,5,1,36,17,10,28
1,3,6,2,15,17,10,28
0,6,12,0,25,9,1,2
0,5,5,1,44,23,2,5
1,1,8,2,2,15,22,21
0,6,6,2,65,19,1,10
1,5,6,2,52,20,1,2
0,0,9,3,30,18,1,17
0,0,11,3,22,17,4,5
0,5,7,2,41,7,1,14
0,2,4,1,15,12,1,4
0,2,10,3,24,12,3,17
1,1,10,3,11,1,1,2
1,5,9,3,13,14,8,8
0,0,9,3,130,12,1,10
0,4,9,3,9,16,21,7
0,5,5,1,24,18,3,5
0,3,12,0,24,10,1,6
1,1,7,2,36,17,6,24
1,2,7,2,6,21,11,4
0,3,3,1,59,21,1,1
0,6,5,1,34,23,1,20
1,5,7,2,36,16,2,28
0,6,6,2,15,15,21,3
0,5,7,2,17,13,12,21
1,0,3,1,37,14,3,5
0,1,11,3,10,22,5,13
1,5,6,2,27,18,9,2
1,1,12,0,20,5,1,18
0,6,9,3,24,15,7,2
0,1,2,0,6,5,2,20
1,6,5,1,37,17,3,20
0,0,11,3,22,11,1,26
0,6,9,3,68,15,1,9
0,0,4,1,7,18,8,2
0,4,8,2,21,17,12,3
1,3,5,1,19,19,4,24
0,5,8,2,32,17,5,18
1,2,10,3,39,12,1,3
1,4,8,2,40,15,1,17
0,6,2,0,18,9,1,18
0,3,3,1,21,11,1,22
1,2,6,2,14,11,2,27
0,2,5,1,36,1,1,30
1,3,9,3,37,17,5,13
0,5,5,1,7,18,31,5
1,3,2,0,7,20,11,1
0,3,7,2,62,0,1,5
1,0,9,3,3,20,12,17
1,3,7,2,6,13,6,26
1,4,7,2,170,11,1,27
0,6,7,2,17,19,11,29
0,6,8,2,6,4,1,26
0,3,4,1,15,14,3,26
0,4,11,3,16,7,7,16
0,5,8,2,11,22,20,4
1,6,7,2,29,6,1,8
0,6,6,2,8,6,6,3
0,4,2,0,5,10,8,2
1,0,8,2,69,16,1,13
0,6,8,2,75,11,1,12
0,1,9,3,4,6,9,11
0,1,5,1,11,9,1,1
1,4,7,2,43,12,1,20
1,0,11,3,34,16,1,19
1,4,6,2,17,23,1,1
0,2,6,2,2,1,3,13
0,2,2,0,16,14,3,14
0,6,6,2,23,16,11,10
0,0,5,1,51,16,2,28
1,0,9,3,96,11,1,3
0,5,9,3,11,7,19,8
0,1,5,1,37,11,1,15
0,5,2,0,26,17,1,3
1,5,6,2,50,19,1,16
0,0,10,3,3,9,21,1
1,0,2,0,10,9,1,12
0,1,4,1,9,8,5,24
0,5,6,2,31,7,4,30
1,5,10,3,8,0,4,6
0,5,11,3,14,13,3,10
1,4,9,3,25,18,2,21
0,6,9,3,34,11,1,9
0,5,10,3,28,18,3,6
0,0,9,3,5,16,21,3
0,0,8,2,3,11,7,27
1,2,12,0,42,17,3,26
1,3,7,2,27,15,2,12
1,4,3,1,15,11,2,9
0,6,5,1,23,15,2,13
0,1,7,2,56,10,1,31
0,6,11,3,23,0,1,25
1,5,4,1,2,16,15,21
0,4,7,2,22,15,3,13
0,0,9,3,61,17,1,17
0,1,6,2,17,22,3,5
1,3,11,3,32,11,1,1
1,6,4,1,18,8,2,8
1,5,8,2,114,12,1,4
0,3,8,2,26,12,5,30
0,4,11,3,2,6,3,30
1,3,8,2,82,14,1,23
1,5,7,2,16,10,3,21
1,2,9,3,23,5,1,19
0,1,5,1,106,12,1,15
0,5,9,3,5,6,23,22
1,2,9,3,14,9,2,19
0,0,2,0,37,19,1,12
1,3,8,2,76,13,1,9
0,3,5,1,14,12,4,3
0,3,5,1,12,14,6,3
1,1,5,1,12,8,2,8
1,6,9,3,84,13,5,23
1,2,1,0,12,0,1,3
1,0,4,1,88,11,1,2
0,6,1,0,12,4,1,28
1,3,3,1,35,21,2,1
0,2,6,2,3,11,21,27
0,3,1,0,27,15,1,11
1,3,9,3,4,6,1,6
0,1,9,3,4,19,7,4
0,5,4,1,37,23,1,14
1,6,10,3,15,21,2,28
1,1,6,2,118,19,1,12
0,0,6,2,34,20,1,11
0,6,1,0,22,15,3,14
1,3,5,1,37,13,2,24
0,0,12,0,27,4,1,17
1,5,9,3,19,20,8,15
1,5,9,3,146,8,1,15
1,6,5,1,40,22,2,20
1,4,6,2,22,18,15,22
0,0,5,1,59,8,1,21
1,3,3,1,7,20,5,8
0,3,5,1,5,13,17,24
0,2,5,1,11,21,4,16
0,6,12,0,12,13,3,30
1,5,8,2,132,16,1,11
1,1,6,2,4,0,2,12
1,1,8,2,104,23,1,21
1,4,5,1,86,22,1,11
1,4,8,2,7,18,24,17
0,1,5,1,29,16,2,15
0,2,6,2,6,6,22,13
0,1,11,3,13,4,1,27
1,2,1,0,30,20,1,31
0,0,12,0,5,22,5,17
1,5,3,1,7,13,13,24
1,0,2,0,20,19,1,12
1,1,11,3,6,5,1,27
1,5,2,0,13,22,2,10
0,2,2,0,18,21,1,21
1,6,10,3,25,17,5,28
1,4,8,2,38,13,4,17
1,2,12,0,20,10,1,12
1,5,2,0,26,9,1,10
0,3,6,2,13,22,14,28
0,4,5,1,3,15,11,11
1,2,10,3,21,10,2,31
1,4,6,2,5,22,13,22
1,1,6,2,103,9,1,19
0,4,3,1,6,11,3,2
1,3,1,0,16,4,1,18
0,5,3,1,57,10,1,3
1,5,9,3,15,13,12,29
0,5,10,3,4,5,13,13
0,6,10,3,6,8,1,14
0,3,8,2,16,21,7,16
0,2,3,1,4,10,4,14
0,6,8,2,10,5,2,19
0,0,12,0,9,10,8,10
1,4,8,2,13,11,11,10
0,2,5,1,15,12,1,30
0,3,11,3,11,23,5,8
0,1,6,2,7,12,14,5
0,6,7,2,22,13,12,29
0,6,8,2,56,11,1,12
1,0,8,2,4,14,28,27
0,4,10,3,19,8,2,12
0,0,3,1,9,1,1,19
0,6,8,2,11,6,4,26
0,0,9,3,10,22,6,3
1,6,1,0,30,9,1,14
0,3,7,2,22,20,4,19
1,2,10,3,8,10,2,31
1,6,9,3,56,13,1,16
1,2,11,3,39,19,1,14
1,5,10,3,20,9,3,20
1,0,4,1,9,6,2,16
1,0,6,2,21,16,2,11
0,1,2,0,43,10,1,6
0,6,4,1,22,14,1,29
0,3,6,2,10,23,6,14
1,0,4,1,11,18,4,16
1,5,3,1,37,19,1,24
1,2,6,2,10,17,28,20
1,5,4,1,63,2,2,14
1,0,5,1,22,0,1,14
0,1,5,1,72,18,1,29
0,1,12,0,23,8,5,11
1,3,6,2,20,21,3,28
1,0,7,2,32,9,2,23
0,4,1,0,5,13,3,26
0,0,8,2,78,11,1,27
1,6,6,2,64,8,1,10
1,0,11,3,26,13,3,12
1,5,9,3,16,19,12,15
1,5,9,3,87,10,1,15
1,5,7,2,22,5,1,14
0,0,4,1,3,9,12,23
0,3,5,1,14,15,10,3
0,1,6,2,34,13,2,5
1,1,12,0,12,20,1,18
1,1,11,3,33,20,1,13
1,2,5,1,55,19,1,30
1,4,3,1,14,17,5,30
1,3,10,3,14,20,1,11
0,6,5,1,20,10,6,27
1,0,10,3,15,1,2,29
1,1,1,0,2,18,3,16
1,3,10,3,21,16,4,11
1,0,5,1,38,11,1,28
1,6,7,2,43,13,2,15
0,0,4,1,32,13,2,9
1,2,1,0,14,14,3,17
1,4,9,3,5,15,8,7
1,0,10,3,89,9,1,1
0,4,1,0,20,16,3,26
0,4,4,1,11,8,32,20
0,5,6,2,9,23,3,2
0,5,1,0,2,16,5,20
0,0,7,2,55,2,1,9
1,5,7,2,59,18,1,14
0,6,1,0,16,19,2,21
0,3,9,3,38,17,1,20
1,0,2,0,6,7,2,26
1,5,4,1,4,11,18,7
0,0,7,2,3,19,10,9
1,4,7,2,11,21,18,20
0,2,10,3,42,17,1,24
1,3,6,2,18,19,6,14
1,4,1,0,13,22,2,12
1,3,6,2,35,9,2,21
1,0,2,0,38,16,1,5
0,4,10,3,16,8,4,5
0,2,12,0,31,14,1,12
0,1,10,3,9,4,1,16
1,2,3,1,48,16,1,28
0,2,7,2,48,21,1,4
1,4,8,2,146,15,2,10
0,5,3,1,6,18,24,24
0,2,2,0,15,6,8,28
1,6,1,0,5,10,2,7
1,2,1,0,19,19,1,24
0,1,9,3,9,17,22,25
1,6,10,3,26,18,1,28
0,1,10,3,25,19,1,2
0,0,8,2,15,12,15,13
1,4,7,2,52,18,1,20
1,6,4,1,5,7,6,8
1,5,4,1,8,9,11,21
1,0,5,1,36,19,6,28
0,4,8,2,29,12,2,3
0,6,5,1,9,21,15,6
1,6,12,0,37,11,1,9
1,4,8,2,15,10,5,10
1,4,11,3,9,13,6,16
1,2,10,3,4,16,14,3
1,5,9,3,13,10,9,15
0,2,1,0,11,13,2,24
1,4,7,2,27,21,3,20
1,1,1,0,32,20,1,23
0,1,8,2,34,14,2,21
0,4,10,3,16,22,5,12
0,0,8,2,40,7,1,6
1,1,3,1,9,19,11,27
0,6,9,3,12,6,5,23
0,3,7,2,16,14,4,5
1,3,1,0,13,15,3,11
0,0,11,3,5,18,8,12
1,0,9,3,36,16,4,24
1,3,4,1,81,14,1,26
0,3,10,3,2,22,9,25
1,6,7,2,49,8,2,22
1,1,7,2,26,9,2,31
1,2,7,2,24,17,14,25
1,5,11,3,21,14,1,3
0,0,7,2,45,13,1,30
0,5,5,1,21,15,5,19
0,3,9,3,7,7,15,13
1,2,3,1,22,15,1,14
0,4,10,3,54,20,1,12
0,2,12,0,4,4,1,5
0,0,10,3,6,9,17,15
0,4,12,0,6,20,11,14
1,1,3,1,21,19,2,20
1,0,2,0,11,15,5,19
1,2,7,2,17,18,24,25
1,4,2,0,6,19,3,23
1,5,4,1,26,11,1,21
1,0,8,2,48,11,1,6
1,6,8,2,6,2,4,5
0,5,3,1,30,22,1,3
1,0,6,2,10,5,2,4
1,5,6,2,41,19,2,30
1,1,7,2,12,0,3,31
1,1,7,2,73,9,1,24
1,0,9,3,24,15,5,17
1,3,8,2,23,12,2,23
1,6,10,3,40,9,2,7
1,0,10,3,19,0,4,15
1,4,5,1,15,8,4,4
0,1,10,3,24,13,1,23
0,5,2,0,4,13,1,17
1,3,12,0,28,13,2,27
0,6,6,2,4,11,20,3
1,6,12,0,10,19,3,23
0,1,8,2,12,11,7,7
0,2,11,3,19,16,5,28
1,6,12,0,31,12,2,16
1,2,3,1,13,13,2,14
1,1,6,2,12,12,3,26
0,4,8,2,5,4,1,24
1,3,3,1,37,12,1,29
0,1,5,1,34,14,1,22
0,3,3,1,32,10,1,1
0,0,7,2,9,22,7,16
1,3,10,3,93,13,1,18
0,1,9,3,9,9,7,25
1,5,10,3,78,11,1,20
1,2,10,3,36,11,1,24
0,6,7,2,10,4,2,22
0,5,12,0,8,19,6,29
0,2,7,2,65,20,1,4
1,4,9,3,49,9,1,14
0,4,10,3,8,12,16,12
0,2,7,2,26,20,2,18
1,4,12,0,9,8,2,21
0,5,6,2,30,11,2,23
1,2,10,3,5,20,9,24
0,4,4,1,74,15,1,27
1,0,3,1,29,18,1,19
0,3,9,3,17,7,1,13
1,4,6,2,135,13,2,8
1,0,11,3,11,21,3,12
1,6,8,2,51,13,2,19
1,4,3,1,12,22,2,9
1,5,10,3,102,15,1,27
0,0,10,3,8,13,14,29
1,1,11,3,5,17,3,20
0,5,9,3,56,22,1,15
0,1,5,1,14,16,2,1
0,2,12,0,11,14,4,19
1,0,10,3,6,12,16,8
1,3,9,3,93,15,1,20
1,1,9,3,64,12,2,4
1,4,11,3,66,19,1,9
1,6,6,2,20,17,20,3
1,6,6,2,12,21,8,17
1,6,9,3,24,23,2,9
1,2,8,2,161,21,1,1
1,3,10,3,15,7,6,25
0,1,7,2,31,19,1,10
0,6,2,0,6,15,17,18
1,5,6,2,10,7,3,2
1,3,8,2,43,17,6,16
1,0,5,1,56,8,1,28
1,6,8,2,66,19,3,19
0,6,9,3,4,17,26,16
1,2,5,1,31,19,2,16
1,2,7,2,32,19,6,25
0,4,11,3,17,12,2,2
0,0,9,3,7,23,2,24
1,2,1,0,16,13,1,3
0,6,6,2,14,16,17,10
0,3,6,2,25,17,6,14
1,4,8,2,25,19,6,17
1,5,11,3,50,21,1,10
1,5,10,3,7,20,3,27
0,4,1,0,58,7,1,5
1,2,7,2,67,10,1,4
0,6,7,2,24,11,6,22
1,1,7,2,112,16,1,31
1,6,1,0,6,10,4,14
1,4,3,1,21,19,1,9
0,2,10,3,141,11,1,17
0,1,9,3,15,22,5,25
1,1,4,1,72,9,1,10
1,4,4,1,5,5,4,6
1,3,10,3,57,8,1,18
1,3,5,1,40,7,1,3
0,6,1,0,10,18,8,21
0,4,8,2,9,13,18,10
1,6,8,2,70,23,2,19
1,4,11,3,24,18,7,16
0,6,10,3,20,12,1,14
1,4,11,3,21,7,7,2
1,4,3,1,38,17,2,30
1,3,6,2,26,12,1,28
1,3,2,0,39,16,2,15
1,0,10,3,39,11,2,1
1,6,8,2,78,10,2,12
1,5,10,3,7,21,4,27
0,3,9,3,8,15,11,20
1,5,6,2,18,21,3,9
0,4,4,1,32,14,3,27
0,5,12,0,34,12,1,1
1,1,11,3,3,17,37,6
1,4,8,2,71,18,1,31
0,6,5,1,63,14,1,20
1,4,4,1,10,19,36,13
1,6,9,3,7,12,22,2
1,6,4,1,2,8,2,15
1,2,5,1,46,16,3,16
0,5,6,2,13,21,15,2
0,0,8,2,26,1,2,13
0,1,7,2,29,16,2,10
1,5,10,3,30,17,3,20
1,1,10,3,50,9,1,9
1,6,12,0,36,17,2,2
1,6,8,2,67,11,1,26
0,1,10,3,2,16,24,23
1,5,1,0,23,17,2,20
0,6,8,2,3,18,11,19
0,5,11,3,8,17,15,17
0,6,12,0,18,10,1,23
0,2,11,3,12,15,5,21
0,5,1,0,4,0,2,13
0,6,7,2,52,8,1,22
0,2,5,1,44,13,1,16
1,5,10,3,42,15,1,20
0,4,6,2,5,11,26,29
1,2,3,1,26,11,1,7
0,5,6,2,3,16,15,30
1,3,7,2,25,13,1,26
0,4,4,1,31,14,2,20
1,1,7,2,39,12,7,3
0,2,4,1,7,20,11,25
0,4,7,2,6,18,29,6
1,1,7,2,28,7,3,31
0,5,10,3,21,7,2,20
1,1,5,1,28,20,1,22
0,2,11,3,22,23,1,14
1,1,4,1,3,12,1,10
1,1,1,0,18,17,1,16
0,1,10,3,4,4,2,9
1,3,9,3,27,15,1,27
1,6,5,1,41,13,1,20
0,2,2,0,14,20,2,28
1,1,3,1,4,15,3,20
0,0,10,3,10,17,7,29
0,5,6,2,90,18,1,30
0,1,8,2,17,16,11,7
0,0,6,2,40,12,1,4
1,6,5,1,9,7,1,13
0,5,6,2,30,14,3,23
1,6,1,0,6,6,1,14
0,2,4,1,24,20,1,25
1,5,2,0,8,11,6,10
1,3,5,1,3,7,7,17
0,4,8,2,22,16,5,31
1,6,9,3,54,10,3,30
0,0,2,0,32,8,1,26
1,3,4,1,12,18,10,26
1,2,5,1,35,20,3,23
0,3,5,1,76,6,1,10
1,1,11,3,149,8,1,13
1,3,6,2,70,19,1,14
0,5,1,0,4,6,4,20
1,2,8,2,99,19,3,8
0,1,6,2,10,13,17,19
0,6,1,0,5,17,17,14
1,3,9,3,18,8,13,27
0,1,2,0,11,18,9,20
0,2,9,3,22,9,6,12
1,6,10,3,5,0,4,7
0,3,6,2,44,19,1,28
0,3,10,3,14,14,8,4
1,2,5,1,52,13,3,30
1,5,6,2,39,11,1,9
1,2,5,1,17,18,18,30
1,5,8,2,114,16,1,11
1,1,12,0,15,12,1,4
1,6,7,2,39,10,2,8
1,0,12,0,41,9,1,17
0,5,11,3,23,1,1,10
1,0,10,3,3,8,6,8
1,1,2,0,20,23,1,13
1,4,10,3,23,11,2,5
0,2,7,2,22,21,2,25
0,5,6,2,24,17,10,30
0,3,10,3,29,11,1,18
1,1,11,3,16,15,1,13
0,5,5,1,17,15,14,26
1,2,5,1,39,14,1,30
1,6,5,1,48,12,1,6
1,6,9,3,25,16,21,2
0,3,3,1,38,3,1,15
1,6,8,2,38,19,1,12
0,0,9,3,2,6,1,3
1,5,11,3,4,8,9,3
0,5,12,0,10,18,17,15
1,4,12,0,14,19,4,14
0,4,11,3,9,11,14,16
1,2,8,2,39,16,4,29
0,5,1,0,11,8,3,6
1,3,5,1,4,8,5,3
0,5,9,3,31,22,5,15
1,3,10,3,37,14,1,11
1,0,6,2,44,11,4,18
0,2,2,0,6,5,7,21
0,0,6,2,17,19,2,11
0,1,8,2,21,4,1,7
1,0,8,2,2,8,3,20
1,6,5,1,14,15,8,27
0,3,10,3,3,17,21,11
1,5,9,3,40,23,1,8
1,2,11,3,37,7,1,14
1,6,4,1,98,12,1,15
1,6,6,2,90,17,1,17
1,2,9,3,43,16,2,12
1,2,3,1,14,11,4,7
0,6,4,1,4,19,28,15
1,0,3,1,35,17,1,12
0,6,11,3,23,14,1,18
0,1,4,1,16,14,3,3
1,4,11,3,44,21,1,16
1,5,4,1,21,16,4,28
1,4,11,3,35,15,1,2
0,0,9,3,43,15,1,3
0,2,11,3,3,16,14,14
0,4,7,2,10,1,6,27
0,2,4,1,27,9,1,18
0,5,9,3,63,1,1,22
1,1,11,3,20,22,3,6
1,6,8,2,7,0,11,19
1,2,3,1,17,6,6,21
0,3,5,1,15,14,3,31
0,5,9,3,31,14,4,1
1,0,7,2,108,7,2,9
1,0,10,3,4,11,23,15
1,6,7,2,15,21,15,8
1,0,10,3,8,18,20,8
0,1,11,3,16,7,5,20
0,3,7,2,34,13,3,5
0,4,8,2,28,15,1,10
0,0,10,3,11,2,3,15
1,2,10,3,41,16,1,3
0,3,3,1,2,18,2,15
1,3,12,0,21,19,3,6
0,6,10,3,9,18,13,14
0,0,10,3,4,16,13,15
0,5,11,3,16,20,3,3
0,4,7,2,17,17,25,6
1,0,5,1,15,0,3,14
1,1,7,2,46,11,1,10
0,1,12,0,5,18,2,25
